company_name,invested_company_name,com_index,invested_com_index
国泰君安期货有限公司,证通股份有限公司,10036,9945
中国医药健康产业股份有限公司,中国医疗器械技术服务有限公司,10734,10134
中国医药健康产业股份有限公司,中国医药保健品有限公司,10734,9862
中国医药健康产业股份有限公司,浙江阿童木医药有限公司,10734,11017
中国医药健康产业股份有限公司,武汉鑫益投资有限公司,10734,11044
中国医药健康产业股份有限公司,河南天方药业股份有限公司,10734,10500
中国医药健康产业股份有限公司,中国医药黑龙江有限公司,10734,9905
中国医药健康产业股份有限公司,美康九州医药有限公司,10734,10640
通用技术集团医药控股有限公司,中国医药健康产业股份有限公司,10472,10734
雅戈尔集团股份有限公司,创业慧康科技股份有限公司,10428,9943
雅戈尔集团股份有限公司,宁波银行股份有限公司,10428,9986
上海兴海投资发展有限公司,旗天科技集团股份有限公司,10415,10172
广东省广晟资产经营有限公司,东江环保股份有限公司,10101,10121
广东省广晟资产经营有限公司,深圳市中金岭南有色金属股份有限公司,10101,10435
广东省广晟资产经营有限公司,广晟有色金属股份有限公司,10101,10177
广东省广晟资产经营有限公司,广东风华高新科技股份有限公司,10101,10758
广东省广晟资产经营有限公司,广东省广晟集团,10101,10596
深圳华强集团有限公司,深圳华强实业股份有限公司,10440,11185
深圳华强集团有限公司,芜湖市华强旅游城投资开发有限公司,10440,10583
深圳华强集团有限公司,深圳华强彩电有限公司,10440,10384
山东金洲矿业集团有限公司,山东黄金矿业股份有限公司,10615,10013
广东鸿图科技股份有限公司,广东盛图投资有限公司,10617,9765
中国核工业建设股份有限公司,国华军民融合产业发展基金管理有限公司,10981,10459
恒生电子股份有限公司,中证信用增进股份有限公司,10819,10960
恒生电子股份有限公司,重庆水务集团股份有限公司,10819,11131
苏州新区高新技术产业股份有限公司,华泰柏瑞基金管理有限公司,10521,11177
山东黄金有色矿业集团有限公司,山东黄金矿业股份有限公司,10144,10013
东北证券股份有限公司,观典防务技术股份有限公司,9782,10761
东北证券股份有限公司,北京约顿气膜建筑技术股份有限公司,9782,9799
东北证券股份有限公司,有友食品股份有限公司,9782,10303
东北证券股份有限公司,中证机构间报价系统股份有限公司,9782,9779
东北证券股份有限公司,海信家电集团股份有限公司,9782,11114
东北证券股份有限公司,浙江华峰氨纶股份有限公司,9782,10546
北京东易天正投资有限公司,东易日盛家居装饰集团股份有限公司,11168,10245
广东因赛品牌营销集团股份有限公司,广州橙盟整合营销传播有限公司,9909,11172
广东因赛品牌营销集团股份有限公司,广东因赛数字营销有限公司,9909,10187
广东因赛品牌营销集团股份有限公司,广东摄众媒体有限公司,9909,10362
上海陆家嘴金融贸易区开发股份有限公司,中国光大银行股份有限公司,10276,10024
上海陆家嘴金融贸易区开发股份有限公司,国泰君安证券股份有限公司,10276,10268
南京钢铁联合有限公司,华泰证券股份有限公司,9874,9990
北京蓝色光标数据科技股份有限公司,北京比邻弘科科技有限公司,10713,10462
浙江中国小商品城集团股份有限公司,申万宏源集团股份有限公司,11069,10238
广西梧州中恒集团股份有限公司,国海证券股份有限公司,10244,10752
上海空间电源研究所,上海航天电源技术有限责任公司,10627,10034
上海空间电源研究所,上海太阳能科技有限公司,10627,9838
甘肃祁连山建材控股有限公司,甘肃祁连山水泥集团股份有限公司,10451,10401
洛阳城市发展投资集团有限公司,中航光电科技股份有限公司,10600,9855
洛阳城市发展投资集团有限公司,中信重工机械股份有限公司,10600,10223
深圳市广晟投资发展有限公司,佛山电器照明股份有限公司,11249,11153
深圳市广晟投资发展有限公司,广东风华高新科技股份有限公司,11249,10758
深圳市广晟投资发展有限公司,深圳市中金岭南有色金属股份有限公司,11249,10435
深圳市广晟投资发展有限公司,广东省广晟集团,11249,10596
深圳船舶工业贸易公司,国泰君安证券股份有限公司,10666,10268
东方明珠新媒体股份有限公司,北京歌华有线电视网络股份有限公司,9906,11148
中国建设银行股份有限公司,中国航发动力控制股份有限公司,9751,10090
中国建设银行股份有限公司,中信银行股份有限公司,9751,10814
泸州老窖股份有限公司,北方化学工业股份有限公司,9900,10508
泸州老窖股份有限公司,国泰君安证券股份有限公司,9900,10268
上海申能新能源投资有限公司,上海太阳能科技有限公司,10798,9838
国泰君安证券股份有限公司,国泰君安创新投资有限公司,10268,10379
国泰君安证券股份有限公司,上海证券交易所,10268,9852
国泰君安证券股份有限公司,云南一乘驾驶培训股份有限公司,10268,10622
国泰君安证券股份有限公司,内蒙古骑士乳业集团股份有限公司,10268,10674
国泰君安证券股份有限公司,江苏宁沪高速公路股份有限公司,10268,10630
国泰君安证券股份有限公司,中国建筑股份有限公司,10268,10947
国泰君安证券股份有限公司,北京聚能鼎力科技股份有限公司,10268,10158
国泰君安证券股份有限公司,中国石油化工股份有限公司,10268,10870
国泰君安证券股份有限公司,中华企业咨询有限责任公司,10268,9938
国泰君安证券股份有限公司,国泰君安证裕投资有限公司,10268,9786
国泰君安证券股份有限公司,上海证券有限责任公司,10268,11158
国泰君安证券股份有限公司,安琪酵母股份有限公司,10268,10310
国泰君安证券股份有限公司,广东嘉达早教科技股份有限公司,10268,10203
国泰君安证券股份有限公司,天地壹号饮料股份有限公司,10268,10550
国泰君安证券股份有限公司,浙江中泰环保股份有限公司,10268,10609
国泰君安证券股份有限公司,证通股份有限公司,10268,9945
国泰君安证券股份有限公司,上海杰易森股份有限公司,10268,9895
国泰君安证券股份有限公司,中证机构间报价系统股份有限公司,10268,9779
国泰君安证券股份有限公司,国泰君安期货有限公司,10268,10036
国泰君安证券股份有限公司,云南杨丽萍文化传播股份有限公司,10268,10198
国泰君安证券股份有限公司,华安基金管理有限公司,10268,11211
国泰君安证券股份有限公司,广东省高速公路发展股份有限公司,10268,10695
国泰君安证券股份有限公司,中国石化上海石油化工股份有限公司,10268,11143
国泰君安证券股份有限公司,云南海潮集团听牧肉牛产业股份有限公司,10268,10725
国泰君安证券股份有限公司,湖北济川药业股份有限公司,10268,11000
国泰君安证券股份有限公司,吉林省艾斯克机电股份有限公司,10268,10619
国泰君安证券股份有限公司,中密控股股份有限公司,10268,10941
国泰君安证券股份有限公司,黄山旅游发展股份有限公司,10268,10071
国泰君安证券股份有限公司,南方风机股份有限公司,10268,10316
国泰君安证券股份有限公司,中国邮政储蓄银行股份有限公司,10268,10764
国泰君安证券股份有限公司,安徽省天然气开发股份有限公司,10268,10650
国泰君安证券股份有限公司,中证信用增进股份有限公司,10268,10960
国泰君安证券股份有限公司,上海国泰君安证券资产管理有限公司,10268,10056
国泰君安证券股份有限公司,陕西航天长城股份有限公司,10268,10327
河北承德露露股份有限公司,郑州露露饮料有限公司,10770,10057
河北承德露露股份有限公司,廊坊露露饮料有限公司,10770,10748
河北承德露露股份有限公司,承德银行股份有限公司,10770,9768
河北承德露露股份有限公司,霖霖集团有限责任公司,10770,10866
美的控股有限公司,美的集团股份有限公司,11255,10008
申能股份有限公司,海通证券股份有限公司,11176,11024
申能股份有限公司,北京京能电力股份有限公司,11176,10146
申能股份有限公司,华电国际电力股份有限公司,11176,10629
申能股份有限公司,上海申能新能源投资有限公司,11176,10798
中信投资控股有限公司,中信重工机械股份有限公司,10760,10223
中信投资控股有限公司,中信出版集团股份有限公司,10760,10204
南阳市金坤光电仪器有限责任公司,中光学集团股份有限公司,11020,10419
江西铜业股份有限公司,山东恒邦冶炼股份有限公司,10461,10877
中国医药保健品有限公司,中国医疗器械技术服务有限公司,9862,10134
宝安金饰品服务公司,国泰君安证券股份有限公司,11167,10268
国泰君安投资管理股份有限公司,旷达科技集团股份有限公司,10576,10871
天津经济技术开发区工业投资公司,国泰君安证券股份有限公司,11091,10268
江苏华西村股份有限公司,华泰证券股份有限公司,10980,9990
湖南长高高压开关集团股份公司,长沙银行股份有限公司,10683,11127
湖南长高高压开关集团股份公司,湖北省华网电力工程有限公司,10683,11250
湖南长高高压开关集团股份公司,杭州富特科技股份有限公司,10683,9904
湖南长高高压开关集团股份公司,湖南长高新能源电力有限公司,10683,10386
上海世茂股份有限公司,海通证券股份有限公司,10593,11024
陕西省国际信托股份有限公司,西部证券股份有限公司,10126,11209
陕西省国际信托股份有限公司,广东风华高新科技股份有限公司,10126,10758
华夏证券股份有限公司,中华企业咨询有限责任公司,11230,9938
深圳市中金岭南有色金属股份有限公司,深圳市有色金属财务有限公司,10435,10364
深圳市中金岭南有色金属股份有限公司,深圳市中金高能电池材料有限公司,10435,11213
深圳市中金岭南有色金属股份有限公司,北京安泰科信息股份有限公司,10435,10930
深圳市中金岭南有色金属股份有限公司,广东省广晟集团,10435,10596
深圳市中金岭南有色金属股份有限公司,广东韶关市中金岭南金属材料有限公司,10435,10654
深圳市中金岭南有色金属股份有限公司,深圳市康发实业发展有限公司,10435,9897
深圳市中金岭南有色金属股份有限公司,中国有色金属进出口深圳公司,10435,9803
深圳市中金岭南有色金属股份有限公司,广州华立颜料化工有限公司,10435,11009
深圳市中金岭南有色金属股份有限公司,深圳华加日铝业有限公司,10435,10333
深圳市中金岭南有色金属股份有限公司,深圳市金鹰出租汽车有限公司,10435,10872
小米科技有限责任公司,美的集团股份有限公司,10914,10008
航天信息股份有限公司,航天云网科技发展有限责任公司,10582,11234
中国石化集团金陵石油化工有限责任公司,国泰君安证券股份有限公司,9955,10268
中光学集团股份有限公司,河南中光学集团有限公司,10419,10714
中国石化上海石油化工股份有限公司,海通证券股份有限公司,11143,11024
中国石化上海石油化工股份有限公司,国泰君安证券股份有限公司,11143,10268
中国空间技术研究院,航天时代置业发展有限公司,10933,10514
中国空间技术研究院,航天神舟智慧系统技术有限公司,10933,10030
中国空间技术研究院,北京航天时代天盛物业管理有限公司,10933,9818
中国空间技术研究院,中国东方红卫星股份有限公司,10933,10163
中国空间技术研究院,航天投资控股有限公司,10933,9964
中国空间技术研究院,北京康拓红外技术股份有限公司,10933,10269
中国空间技术研究院,中国卫通集团股份有限公司,10933,11216
太平人寿保险有限公司,重庆市涪陵榨菜集团股份有限公司,10059,10097
太平人寿保险有限公司,中信出版集团股份有限公司,10059,10204
太平人寿保险有限公司,上海元祖梦果子股份有限公司,10059,10042
太平人寿保险有限公司,徐工集团工程机械股份有限公司,10059,10950
新疆昌吉金汇实业发展公司,中粮屯河糖业股份有限公司,10662,11165
棕榈生态城镇发展股份有限公司,广州棕榈资产管理有限公司,10628,10314
棕榈生态城镇发展股份有限公司,上海云垚资产管理有限公司,10628,10266
棕榈生态城镇发展股份有限公司,浙江新中源建设有限公司,10628,9849
棕榈生态城镇发展股份有限公司,横琴棕榈并购基金管理有限公司,10628,9810
棕榈生态城镇发展股份有限公司,福建棕榈城镇发展有限公司,10628,10136
棕榈生态城镇发展股份有限公司,棕榈幸福家科技有限公司,10628,10860
棕榈生态城镇发展股份有限公司,北京乐客灵境科技有限公司,10628,10257
棕榈生态城镇发展股份有限公司,棕榈盛城投资有限公司,10628,11118
棕榈生态城镇发展股份有限公司,四川七彩林科股份有限公司,10628,10964
国家电力公司,国泰君安证券股份有限公司,9884,10268
中国兵器装备集团有限公司,国家军民融合产业投资基金有限责任公司,11162,10616
中国兵器装备集团有限公司,中光学集团股份有限公司,11162,10419
中国兵器装备集团有限公司,重庆长安汽车股份有限公司,11162,11214
中国兵器装备集团有限公司,南方工业资产管理有限责任公司,11162,10243
冠城大通股份有限公司,兴业证券股份有限公司,10162,10851
广州御银科技股份有限公司,中信建投证券股份有限公司,9971,10606
苏宁易购集团股份有限公司,华泰证券股份有限公司,9850,9990
中信重工机械股份有限公司,中信重工机械有限责任公司,10223,11076
安徽皖投工业投资有限公司,融捷健康科技股份有限公司,10931,11193
中开金资产管理有限公司,上海航天汽车机电股份有限公司,10739,9776
富邦资产管理有限公司,华泰证券股份有限公司,10306,9990
冀中能源股份有限公司,华北制药股份有限公司,10464,10564
中国中材股份有限公司,北京金隅集团股份有限公司,10589,10273
中国中材股份有限公司,新疆天山水泥股份有限公司,10589,10702
中国中材股份有限公司,中国中材国际工程股份有限公司,10589,10369
中国中材股份有限公司,宁夏建材集团股份有限公司,10589,11122
中国中材股份有限公司,甘肃祁连山水泥集团股份有限公司,10589,10401
卓傲国际有限公司,上海元祖梦果子股份有限公司,10374,10042
盈富泰克创业投资有限公司,北京东方通科技股份有限公司,9957,10124
盈富泰克创业投资有限公司,广州广电运通金融电子股份有限公司,9957,10608
盈富泰克创业投资有限公司,北京君正集成电路股份有限公司,9957,10368
北京金隅集团股份有限公司,唐山冀东水泥股份有限公司,10273,10804
中国国有企业结构调整基金股份有限公司,北方化学工业股份有限公司,10861,10508
中国国有企业结构调整基金股份有限公司,上海电力股份有限公司,10861,9857
中国国有企业结构调整基金股份有限公司,中信建投证券股份有限公司,10861,10606
中国国有企业结构调整基金股份有限公司,中国船舶重工股份有限公司,10861,10039
中国国有企业结构调整基金股份有限公司,华泰证券股份有限公司,10861,9990
中国国有企业结构调整基金股份有限公司,国电南瑞科技股份有限公司,10861,10882
中国国有企业结构调整基金股份有限公司,中远海运控股股份有限公司,10861,9954
中国国有企业结构调整基金股份有限公司,中粮资本控股股份有限公司,10861,11040
中国国有企业结构调整基金股份有限公司,中国南方航空股份有限公司,10861,11054
中国国有企业结构调整基金股份有限公司,富士康工业互联网股份有限公司,10861,10527
中国国有企业结构调整基金股份有限公司,中国东方航空股份有限公司,10861,10482
中国国有企业结构调整基金股份有限公司,中国中铁股份有限公司,10861,9973
中国国有企业结构调整基金股份有限公司,物产中大集团股份有限公司,10861,10058
中国国有企业结构调整基金股份有限公司,中国船舶工业股份有限公司,10861,10297
上海稼大禾贸易有限公司,上海元祖梦果子股份有限公司,10896,10042
中国航空工业集团有限公司,中国航空发动机集团有限公司,10442,10738
中国航空工业集团有限公司,中国航发西安航空发动机有限公司,10442,10741
中国航空工业集团有限公司,国家军民融合产业投资基金有限责任公司,10442,10616
中国航空工业集团有限公司,中国航发动力股份有限公司,10442,10965
中国航空工业集团有限公司,中航航空电子系统股份有限公司,10442,10868
中国航空工业集团有限公司,中航资本控股股份有限公司,10442,10829
中国航空工业集团有限公司,中航工业机电系统股份有限公司,10442,9860
中国航空工业集团有限公司,中航飞机股份有限公司,10442,10382
山东永兴集团有限公司,国泰君安证券股份有限公司,10216,10268
安徽安粮控股股份有限公司,棕榈生态城镇发展股份有限公司,10889,10628
上海复星产业投资有限公司,海南矿业股份有限公司,10443,10194
中国铁道建筑总公司,国泰君安证券股份有限公司,10137,10268
中国铁道建筑总公司,中国铁建股份有限公司,10137,11089
石河子弘新投资有限公司,上海顺灏新材料科技股份有限公司,9793,10103
山东富华实业有限公司,国泰君安证券股份有限公司,10852,10268
万联证券股份有限公司,中信建投证券股份有限公司,10732,10606
万联证券股份有限公司,中证机构间报价系统股份有限公司,10732,9779
天津市长芦实业开发公司,国泰君安证券股份有限公司,10507,10268
天津市长芦实业开发公司,国泰君安投资管理股份有限公司,10507,10576
华域汽车系统股份有限公司,兴业证券股份有限公司,10485,10851
黑龙江国中水务股份有限公司,深圳市前海国中环保投资发展有限公司,10825,9758
黑龙江国中水务股份有限公司,湖南国中水务投资有限公司,10825,10766
黑龙江国中水务股份有限公司,上海石鼎新能源科技有限公司,10825,11184
中国铁路投资有限公司,富士康工业互联网股份有限公司,9830,10527
常州投资集团有限公司,软控股份有限公司,11157,10952
常州投资集团有限公司,海南矿业股份有限公司,11157,10194
常州投资集团有限公司,常柴股份有限公司,11157,10537
常州投资集团有限公司,东莞宜安科技股份有限公司,11157,10948
常州投资集团有限公司,浙江海正药业股份有限公司,11157,10774
山东黄金集团青岛黄金有限公司,山东黄金矿业股份有限公司,10444,10013
光大证券股份有限公司,广东嘉达早教科技股份有限公司,9921,10203
光大证券股份有限公司,中证信用增进股份有限公司,9921,10960
航天科工资产管理有限公司,航天云网科技发展有限责任公司,10375,11234
航天科工资产管理有限公司,航天晨光股份有限公司,10375,10826
广发证券股份有限公司,吉林敖东药业集团股份有限公司,9961,11202
广发证券股份有限公司,深圳市锦瑞新材料股份有限公司,9961,10479
广发证券股份有限公司,北京鼎汉技术集团股份有限公司,9961,10420
广发证券股份有限公司,北京顺鑫农业股份有限公司,9961,10145
广发证券股份有限公司,天地壹号饮料股份有限公司,9961,10550
广发证券股份有限公司,证通股份有限公司,9961,9945
广发证券股份有限公司,中证机构间报价系统股份有限公司,9961,9779
广发证券股份有限公司,广东省高速公路发展股份有限公司,9961,10695
广发证券股份有限公司,北京国联视讯信息技术股份有限公司,9961,10932
广发证券股份有限公司,深圳市铂科新材料股份有限公司,9961,9873
广发证券股份有限公司,深圳市锐明技术股份有限公司,9961,10313
广发证券股份有限公司,松德智慧装备股份有限公司,9961,10610
广发证券股份有限公司,中证信用增进股份有限公司,9961,10960
上海氯碱化工股份有限公司,海通证券股份有限公司,10869,11024
汉富控股有限公司,中开金资产管理有限公司,10663,10739
江苏省对外经贸股份有限公司,华泰证券股份有限公司,9920,9990
国信证券股份有限公司,山东阳谷华泰化工股份有限公司,11035,10402
国信证券股份有限公司,天地壹号饮料股份有限公司,11035,10550
国信证券股份有限公司,方大特钢科技股份有限公司,11035,10744
国信证券股份有限公司,广东依顿电子科技股份有限公司,11035,9872
国信证券股份有限公司,证通股份有限公司,11035,9945
国信证券股份有限公司,北京欧迅体育文化股份有限公司,11035,11197
国信证券股份有限公司,中证机构间报价系统股份有限公司,11035,9779
国信证券股份有限公司,云南海潮集团听牧肉牛产业股份有限公司,11035,10725
国信证券股份有限公司,腾邦国际商业服务集团股份有限公司,11035,10567
国信证券股份有限公司,云南杨丽萍文化传播股份有限公司,11035,10198
国信证券股份有限公司,深圳市广和通无线股份有限公司,11035,10523
国信证券股份有限公司,中证信用增进股份有限公司,11035,10960
云南白药集团股份有限公司,红塔证券股份有限公司,10373,10544
北京金自天正智能控制股份有限公司,钢研大慧投资有限公司,10529,11025
上海航天实业有限公司,海通证券股份有限公司,10841,11024
上海航天实业有限公司,航天信息股份有限公司,10841,10582
四川金舵投资有限责任公司,浙江古越龙山绍兴酒股份有限公司,9984,10759
四川金舵投资有限责任公司,富士康工业互联网股份有限公司,9984,10527
深圳能源集团股份有限公司,国泰君安证券股份有限公司,10261,10268
北京证券有限责任公司,国泰君安证券股份有限公司,11050,10268
深圳市机场股份有限公司,国泰君安证券股份有限公司,10480,10268
江苏天氏创业投资有限公司,融捷健康科技股份有限公司,9959,11193
东易日盛家居装饰集团股份有限公司,北京比邻弘科科技有限公司,10245,10462
东易日盛家居装饰集团股份有限公司,文景易盛投资有限公司,10245,10949
东易日盛家居装饰集团股份有限公司,北京欣邑东方室内设计有限公司,10245,10979
新华人寿保险股份有限公司,中航工业机电系统股份有限公司,10777,9860
通用天方药业集团有限公司,中国医药健康产业股份有限公司,10978,10734
通用天方药业集团有限公司,河南天方药业股份有限公司,10978,10500
深圳市招广投资有限公司,顺丰控股股份有限公司,10917,9759
中国运载火箭技术研究院,北京航天时代天盛物业管理有限公司,10912,9818
中国运载火箭技术研究院,方正证券股份有限公司,10912,11046
重庆正川投资管理有限公司,重庆正川医药包装材料股份有限公司,10227,10818
上海城投控股股份有限公司,西部证券股份有限公司,10159,11209
深圳市农产品集团股份有限公司,深圳市深粮控股股份有限公司,10370,10075
中原资产管理有限公司,顺丰控股股份有限公司,10467,9759
太平洋证券股份有限公司,骆驼集团股份有限公司,10353,10221
太平洋证券股份有限公司,中储发展股份有限公司,10353,10215
太平洋证券股份有限公司,云南海潮集团听牧肉牛产业股份有限公司,10353,10725
太平洋证券股份有限公司,中证机构间报价系统股份有限公司,10353,9779
中国进出口银行,航天投资控股有限公司,10196,9964
上海证券有限责任公司,吉林省艾斯克机电股份有限公司,11158,10619
天齐锂业股份有限公司,上海航天电源技术有限责任公司,10307,10034
中信建投证券股份有限公司,北京欧迅体育文化股份有限公司,10606,11197
中信建投证券股份有限公司,上海花嫁丽舍婚庆股份有限公司,10606,10322
中信建投证券股份有限公司,北京约顿气膜建筑技术股份有限公司,10606,9799
中信建投证券股份有限公司,北京宣爱智能模拟技术股份有限公司,10606,10312
中信建投证券股份有限公司,山东博安智能科技股份有限公司,10606,10497
南京钢铁集团有限公司,国泰君安证券股份有限公司,10850,10268
南京钢铁集团有限公司,华夏证券股份有限公司,10850,11230
佳昭控股有限公司,美的集团股份有限公司,10794,10008
北京盛达振兴实业有限公司,盛达金属资源股份有限公司,10133,10901
中国中信有限公司,中信银行股份有限公司,10679,10814
中国中信有限公司,中信证券股份有限公司,10679,9832
中国中信有限公司,中信出版集团股份有限公司,10679,10204
中国中信有限公司,中信投资控股有限公司,10679,10760
中国中信有限公司,中信重工机械股份有限公司,10679,10223
福建南平太阳电缆股份有限公司,兴业证券股份有限公司,11161,10851
广州振华投资有限公司,国泰君安证券股份有限公司,10017,10268
盛达金属资源股份有限公司,内蒙古金山矿业有限公司,10901,10436
天津津美集团公司,海南大邱庄津美实业贸易开发总公司,10701,10077
天津津美集团公司,天津市瑞博物资有限公司,10701,10694
天津津美集团公司,天津峰利电梯轨有限公司,10701,10351
天津津美集团公司,天津津美胜达工业有限公司,10701,9988
天津津美集团公司,天津津美宏林工业有限公司,10701,11038
天津津美集团公司,天津津美津亚工业有限公司,10701,10548
天津津美集团公司,天津市大邱庄夏竹大酒店,10701,10356
天津津美集团公司,国泰君安证券股份有限公司,10701,10268
天津津美集团公司,国泰君安投资管理股份有限公司,10701,10576
中央汇金投资有限责任公司,中国光大银行股份有限公司,9813,10024
中央汇金投资有限责任公司,新华人寿保险股份有限公司,9813,10777
中央汇金投资有限责任公司,天津创业环保集团股份有限公司,9813,9778
中央汇金投资有限责任公司,申万宏源集团股份有限公司,9813,10238
中央汇金投资有限责任公司,中信建投证券股份有限公司,9813,10606
中央汇金投资有限责任公司,中国农业银行股份有限公司,9813,10809
中央汇金投资有限责任公司,国泰君安证券股份有限公司,9813,10268
中央汇金投资有限责任公司,中国建设银行股份有限公司,9813,9751
中央汇金投资有限责任公司,中国工商银行股份有限公司,9813,10318
中央汇金投资有限责任公司,中国银行股份有限公司,9813,9903
上海国际集团有限公司,上海国有资产经营有限公司,10213,10465
上海国际集团有限公司,上海证券有限责任公司,10213,11158
上海国际集团有限公司,国泰君安证券股份有限公司,10213,10268
中国乐凯集团有限公司,包头东宝生物技术股份有限公司,9987,10452
中国乐凯集团有限公司,航天投资控股有限公司,9987,9964
中国乐凯集团有限公司,乐凯华光印刷科技有限公司,9987,10821
山西证券股份有限公司,上海安硕信息技术股份有限公司,10423,10219
山西证券股份有限公司,证通股份有限公司,10423,9945
山西证券股份有限公司,海洋王照明科技股份有限公司,10423,10646
山西证券股份有限公司,青海金瑞矿业发展股份有限公司,10423,10463
中国航天科技集团有限公司,中国航天时代电子有限公司,11063,10518
中国航天科技集团有限公司,航天时代置业发展有限公司,11063,10514
中国航天科技集团有限公司,北京航天时代天盛物业管理有限公司,11063,9818
中国航天科技集团有限公司,航天投资控股有限公司,11063,9964
中国航天科技集团有限公司,中国长城工业集团有限公司,11063,10151
中国航天科技集团有限公司,中国卫通集团股份有限公司,11063,11216
中色资产管理有限公司,华夏证券股份有限公司,10135,11230
中色资产管理有限公司,国泰君安证券股份有限公司,10135,10268
中国高科集团股份有限公司,国泰君安证券股份有限公司,10378,10268
中国高科集团股份有限公司,国泰君安投资管理股份有限公司,10378,10576
中国航空发动机集团有限公司,中国航发资产管理有限公司,10738,10922
中国航空发动机集团有限公司,国家军民融合产业投资基金有限责任公司,10738,10616
中国航空发动机集团有限公司,中国航发动力股份有限公司,10738,10965
中国航空发动机集团有限公司,中国航发西安航空发动机有限公司,10738,10741
兴业证券股份有限公司,湖北福星科技股份有限公司,10851,10847
兴业证券股份有限公司,山东鲁阳节能材料股份有限公司,10851,10726
兴业证券股份有限公司,国电南瑞科技股份有限公司,10851,10882
兴业证券股份有限公司,安琪酵母股份有限公司,10851,10310
兴业证券股份有限公司,证通股份有限公司,10851,9945
兴业证券股份有限公司,环旭电子股份有限公司,10851,9823
兴业证券股份有限公司,上海良信电器股份有限公司,10851,11100
兴业证券股份有限公司,中证信用增进股份有限公司,10851,10960
国海证券股份有限公司,北京国联视讯信息技术股份有限公司,10752,10932
国海证券股份有限公司,证通股份有限公司,10752,9945
安徽华茂纺织股份有限公司,国泰君安证券股份有限公司,10055,10268
汇天泽投资有限公司,甘肃祁连山水泥集团股份有限公司,9983,10401
汇天泽投资有限公司,中国巨石股份有限公司,9983,10855
汇天泽投资有限公司,云南临沧鑫圆锗业股份有限公司,9983,10910
汇天泽投资有限公司,昆药集团股份有限公司,9983,10044
汇天泽投资有限公司,江苏华西村股份有限公司,9983,10980
杭州金创投资有限公司,杭州老板电器股份有限公司,10096,10560
江西长运集团有限公司,国泰君安证券股份有限公司,10380,10268
天津峰火商贸有限公司,湖南长高高压开关集团股份公司,10153,10683
江苏高科技投资集团有限公司,华泰证券股份有限公司,9878,9990
江苏高科技投资集团有限公司,江苏秀强玻璃工艺股份有限公司,9878,10089
四维高景卫星遥感有限公司,航天投资控股有限公司,10918,9964
国网上海市电力公司,海通证券股份有限公司,10102,11024
国网上海市电力公司,国泰君安证券股份有限公司,10102,10268
国网上海市电力公司,国网英大股份有限公司,10102,11132
山东黄金集团有限公司,山东黄金集团青岛黄金有限公司,10697,10444
山东黄金集团有限公司,山东黄金矿业股份有限公司,10697,10013
山东黄金集团有限公司,山东黄金有色矿业集团有限公司,10697,10144
山东黄金集团有限公司,山金金控资本管理有限公司,10697,10520
上海汽车集团股份有限公司,华域汽车系统股份有限公司,9951,10485
江苏金盛实业投资有限公司,华泰证券股份有限公司,10207,9990
上海兰生股份有限公司,海通证券股份有限公司,10283,11024
西藏腾云投资管理有限公司,中信建投证券股份有限公司,10206,10606
上海银行股份有限公司,国泰君安证券股份有限公司,9808,10268
上海银行股份有限公司,国泰君安投资管理股份有限公司,9808,10576
湖北福星科技股份有限公司,北京晓程科技股份有限公司,10847,10130
江苏宁沪高速公路股份有限公司,上海中交海德交通科技股份有限公司,10630,9989
江苏宁沪高速公路股份有限公司,江苏银行股份有限公司,10630,10746
广州广电运通金融电子股份有限公司,广州市龙源环保科技有限公司,10608,10305
广州广电运通金融电子股份有限公司,广州支点创业投资有限公司,10608,9811
广州广电运通金融电子股份有限公司,江苏汇通金融数据股份有限公司,10608,10247
广州广电运通金融电子股份有限公司,广州广电银通安保投资有限公司,10608,10836
中国航天时代电子有限公司,航天时代置业发展有限公司,10518,10514
中国航天时代电子有限公司,北京航天时代天盛物业管理有限公司,10518,9818
中国航天时代电子有限公司,航天投资控股有限公司,10518,9964
深圳长城开发科技股份有限公司,东莞捷荣技术股份有限公司,10962,9930
国元证券股份有限公司,证通股份有限公司,11012,9945
国元证券股份有限公司,开滦能源化工股份有限公司,11012,9812
国元证券股份有限公司,中证信用增进股份有限公司,11012,10960
甘肃祁连山水泥集团股份有限公司,文县祁连山水泥有限公司,10401,10150
甘肃祁连山水泥集团股份有限公司,漳县祁连山水泥有限公司,10401,10528
甘肃祁连山水泥集团股份有限公司,兰州红古祁连山水泥股份有限公司,10401,10085
甘肃祁连山水泥集团股份有限公司,成县祁连山水泥有限公司,10401,10618
杭州老板电器股份有限公司,上海庆科信息技术有限公司,10560,10938
杭州老板电器股份有限公司,北京老板电器销售有限公司,10560,10788
国家集成电路产业投资基金股份有限公司,北方华创科技集团股份有限公司,10125,10365
国家集成电路产业投资基金股份有限公司,北京赛微电子股份有限公司,10125,10634
国家集成电路产业投资基金股份有限公司,苏州晶方半导体科技股份有限公司,10125,10035
国家集成电路产业投资基金股份有限公司,江苏长电科技股份有限公司,10125,10195
国家集成电路产业投资基金股份有限公司,三安光电股份有限公司,10125,10684
中华企业股份有限公司,国泰君安证券股份有限公司,10107,10268
西子联合控股有限公司,北京钢研高纳科技股份有限公司,10812,9934
中国人民财产保险股份有限公司,华夏银行股份有限公司,11241,10471
中国人民财产保险股份有限公司,中国银河证券股份有限公司,11241,9802
